http://www.ontologydesignpatterns.org/ont/eswc/ontology.owl#Author;http://www.scholarlydata.org/resource/author
http://data.semanticweb.org/ns/swc/ontology#Chair;http://www.scholarlydata.org/resource/chair
http://data.semanticweb.org/ns/swc/ontology#SWChallengeChair;http://www.scholarlydata.org/resource/challenge-chair
http://data.semanticweb.org/ns/swc/ontology#SemanticWebChallengeChair;http://www.scholarlydata.org/resource/challenge-chair
http://data.semanticweb.org/ns/swc/ontology#DemosChair;http://www.scholarlydata.org/resource/demos-chair
http://data.semanticweb.org/ns/swc/ontology#DemoChair;http://www.scholarlydata.org/resource/demos-chair
http://data.semanticweb.org/ns/swc/ontology#ExhibitionChair;http://www.scholarlydata.org/resource/exhibition-chair
http://data.semanticweb.org/ns/swc/ontology#FellowshipChair;http://www.scholarlydata.org/resource/fellowship-chair
http://data.semanticweb.org/ns/swc/ontology#GeneralViceChair;http://www.scholarlydata.org/resource/general-vice-chair
http://data.semanticweb.org/ns/swc/ontology#ConferenceChair;http://www.scholarlydata.org/resource/general-chair
http://data.semanticweb.org/ns/swc/ontology#GeneralChair;http://www.scholarlydata.org/resource/general-chair
http://data.semanticweb.org/ns/swc/ontology#IW3C2Liaison;http://www.scholarlydata.org/resource/iw3c2-liaison
http://data.semanticweb.org/ns/swc/ontology#IndustryChair;http://www.scholarlydata.org/resource/industry-chair
http://data.semanticweb.org/ns/swc/ontology#LocalChair;http://www.scholarlydata.org/resource/local-organiser
http://data.semanticweb.org/ns/swc/ontology#LocalOrganiser;http://www.scholarlydata.org/resource/local-organiser
http://data.semanticweb.org/ns/swc/ontology#Administrator;http://www.scholarlydata.org/resource/local-organiser
http://data.semanticweb.org/ns/swc/ontology#LocalOrganisingCommittee;http://www.scholarlydata.org/resource/local-organiser
http://data.semanticweb.org/ns/swc/ontology#DogfoodTsar;http://www.scholarlydata.org/resource/metadata-chair
http://data.semanticweb.org/ns/swc/ontology#SemanticWebTechnologiesCoordinator;http://www.scholarlydata.org/resource/metadata-chair
http://data.semanticweb.org/ns/swc/ontology#MetadataChair;http://www.scholarlydata.org/resource/metadata-chair
http://data.semanticweb.org/ns/swc/ontology#SemanticWebTechnologiesCo-ordinator;http://www.scholarlydata.org/resource/metadata-chair
http://data.semanticweb.org/ns/swc/ontology#ConferencePCO;http://www.scholarlydata.org/resource/organiser
http://data.semanticweb.org/ns/swc/ontology#OrganisingCommitteeMember;http://www.scholarlydata.org/resource/organising-committee-member
